comment,label,processed_comment
nhận cá thối bỏ đikhông biết lạp xưởng dám hốc bác nhà bán hàng lương tâm nàykhéo ăn vào thư bỏ mẹ thôi bỏ vài trăm ngànnạp nó vào người biết hậu quả,Negative,nhận cá thối bỏ đikhông biết lạp_xưởng dám hốc bác nhà bán hàng lương_tâm nàykhéo ăn vào thư bỏ_mẹ thôi bỏ vài trăm ngànnạp nó vào người biết hậu_quả
mùi hươngko mùi,Negative,mùi hươngko mùi
hàng gói hàng cẩn cảm ơn nhiều,Positive,hàng gói hàng cẩn cảm_ơn nhiều
thơm mùi hơi,Normal,thơm mùi hơi
đơn hàng giống phần mô tả,Negative,đơn hàng giống phần mô_tả
đuoc thơm lắm k dùng đươc,Negative,đuoc thơm lắm k dùng đươc
vải áo hơi dở màu đúng hình đúng chất liệu vải mặc hàng,Negative,vải áo hơi dở màu đúng hình đúng chất_liệu vải mặc hàng
giáo lộn kính độ thấy vào độ gíao khân mịnhay,Negative,giáo lộn kính độ thấy vào độ gíao khân mịnhay
bì trọng tế quà tặng lý tưởng người thân yêu kích thước tiện lợi du lịch,Normal,bì trọng tế quà tặng lý_tưởng người_thân yêu kích_thước tiện_lợi du_lịch
mực khô ngọt mực khô giàu hương vị mực khô dày thơm,Positive,mực khô ngọt mực khô giàu hương_vị mực khô dày thơm
khô nhìn ăn đánh giá tạm năm,Positive,khô nhìn ăn đánh_giá tạm năm
giấy cuộn nhỏ xíu,Negative,giấy cuộn nhỏ_xíu
nhiều lần mật khỏi bàn chất lượng tiếp dùng hết sản phẩm,Positive,nhiều lần mật khỏi bàn chất_lượng tiếp dùng hết sản_phẩm
khăn cũ màu giống ảnh dơ rất thất vọng,Negative,khăn cũ màu giống ảnh dơ thất_vọng
đổ hết nửa mắm ơi khâu đóng gói tốt,Normal,đổ hết nửa mắm ơi khâu đóng_gói tốt
bình đẹp nghiêng bình bị rỉ nước,Negative,bình đẹp nghiêng bình bị rỉ nước
đóng gói sạch chuẩn bị hàng chóng chùm ruột hơi ngọt gắt ạ giảm đường tý chắc đồng ý,Positive,đóng_gói sạch chuẩn_bị hàng chóng chùm_ruột hơi ngọt gắt ạ giảm đường tý chắc đồng_ý
hàng giống quảng cáo vải mỏng đường quá tệ,Negative,hàng giống quảng_cáo vải mỏng đường quá tệ
g rất mình rất nhiều lầnminh ủng hộ soaà,Normal,g nhiều lầnminh ủng_hộ soaà
món ăn vặt tuyệt vời tràn đầy c rất nhiều lần tiếp tục,Positive,món ăn vặt tuyệt_vời tràn_đầy c nhiều lần tiếp_tục
khô mực heolàm ăn tâm,Negative,khô mực heolàm ăn_tâm
bánh ăn gắt dầu quá lần luôn,Negative,bánh ăn gắt dầu quá lần luôn
lớp hoàn thiện lâu dài tự nhiên nính i á,Negative,lớp hoàn_thiện lâu_dài tự_nhiên nính i á
okcó thể diễn kcó,Positive,okcó thể diễn kcó
mùi vị an dỡ,Negative,mùi_vị an dỡ
mềm thấm hút tốt mềm thấm hút tốt mềm thấm hút tốt,Positive,mềm thấm hút tốt mềm thấm hút tốt mềm thấm hút tốt
mực khô vũng tàu đích thực,Positive,mực khô vũng_tàu đích_thực
nhìn thấy đẹp xuất xứ su ngày sản xuất nói,Negative,nhìn thấy đẹp xuất_xứ su ngày sản_xuất nói
sạn nhiều nhắn thắc mắc trả lời,Negative,sạn nhiều nhắn thắc_mắc trả_lời
hàng chậm mặc đặt hàng hỏa tốc chậm rù h hôm đặt hôm tới h ngày mới nhận hành phục vụ tệ làm ăn thiếu chuyên nghiệp nói chữ tệ mọi hình,Negative,hàng chậm mặc đặt_hàng hoả_tốc chậm rù h hôm đặt hôm tới h ngày nhận hành phục_vụ tệ làm_ăn thiếu chuyên_nghiệp nói_chữ tệ mọi hình
sư co đanh vân,Positive,sư co đanh vân
rất thích rất rõ âm bị rè rất thích ủng hộ tiếp,Positive,thích rõ âm bị rè thích ủng_hộ tiếp
giấy đểu phí tiền cảnh báo bán hàng giả,Negative,giấy đểu phí tiền_cảnh báo bán hàng giả
mứt chùm ruột trái lớn hàng chóng đóng gói cẩn thận hàng hình giá hợp lý chất lượng đồng ý,Positive,mứt chùm_ruột trái lớn hàng chóng đóng_gói cẩn_thận hàng hình giá hợp_lý chất_lượng đồng_ý
khẩu quá mỏng luôn hẹn găph,Negative,khẩu quá mỏng luôn hẹn găph
hành tây thơm thơm hành khô lớn tròn tăng cường hương vị món ăn yêu thích bạn,Positive,hành_tây thơm thơm hành khô lớn tròn tăng_cường hương_vị món ăn yêu thích
đáng tiềnkhông đáng trời đất ơi hàng tặng nhìn giống vật ăn,Positive,đáng tiềnkhông đáng trời_đất_ơi hàng tặng nhìn giống vật ăn
cá lạt rất,Positive,cá lạt
khô quá ướt hơi mùi khó ăn,Negative,khô quá ướt hơi mùi khó ăn
lắm ạ tiếp tục ủng hộ,Positive,lắm ạ tiếp_tục ủng_hộ
chất lượng sản phẩm quá kém,Negative,chất_lượng sản_phẩm quá kém
rất dở mùi hôi,Negative,dở mùi hôi
hành tím khô to tròn hành tím thơm nhiều lần,Positive,hành tím khô to tròn hành tím thơm nhiều lần
sản phẩm rất tốt chất liệu chắc chắn kiểu dáng đẹp dễ sử dụng mình đánh giá,Positive,sản_phẩm tốt chất_liệu chắc_chắn kiểu_dáng đẹp dễ sử_dụng đánh_giá
cá rất đóng gói kỹ càng phơi thêm nắng,Positive,cá đóng_gói kỹ_càng phơi thêm nắng
lý tưởng việc sử dụng hàng ngày mềm thấm hút tốt giấy chất lượng tuyệt vời dễ sử dụng vứt bỏ giấy chất lượng tuyệt vời bì tiện lợi giấy chất lượng tuyệt vời dễ sử dụng vứt bỏ,Positive,lý_tưởng việc sử_dụng hàng ngày mềm thấm hút tốt giấy chất_lượng tuyệt_vời dễ sử_dụng vứt bỏ giấy chất_lượng tuyệt_vời bì tiện_lợi giấy chất_lượng tuyệt_vời dễ sử_dụng vứt bỏ
hàng ông nội người ta gọi trước tới nơi người ta nhà kì nhèo,Negative,hàng ông nội người ta gọi trước tới nơi người ta nhà kì nhèo
túi giữ nhiệt nó,Negative,túi giữ nhiệt nó
măng ăn biêt,Positive,măng ăn biêt
biết đủ cân thấy hơi vơi lần trước đóng gói sơ sài bằng bọc đen mỏng dính tới nơi bị trầy tróc khô gà mềm ngọt,Normal,biết đủ cân thấy hơi vơi lần trước đóng_gói sơ_sài bằng bọc đen mỏng_dính tới nơi bị trầy tróc khô gà mềm ngọt
đóng gói tiện lợi dễ dàng bảo quản đồng ý,Positive,đóng_gói tiện_lợi dễ_dàng bảo_quản đồng_ý
nồi đáy nồi bị khá nhiều vết xước lớp chống dính,Normal,nồi đáy nồi bị khá nhiều vết xước lớp chống dính
độ mềm mạitốt,Normal,độ mềm mạitốt
măng rất thơm bị mốc hàng chậm ngày thân thiện bưu cục hỏi nhận hàng nhận bưu cục lấy tôi hàng bưu cục lấy tôi ở chợ,Positive,măng thơm bị mốc hàng chậm ngày thân_thiện bưu_cục hỏi nhận hàng nhận bưu_cục lấy tôi hàng bưu_cục lấy tôi ở chợ
xài ổn lực kì vọng thích hợp tưới cây tưới vườn chứ đủ áp lực nc xịt rửa xe,Normal,xài ổn lực kì_vọng thích_hợp tưới cây tưới vườn chứ đủ áp_lực nc xịt rửa xe
xịt vô áo ổn chứ dám xịt lên da,Negative,xịt vô áo ổn chứ dám xịt lên da
mực rất hàng đủ mực khô dày đáng hài lòng mực khô dày thơm tuyệt vời tặng quà hải sản thơm thơm phức,Positive,mực hàng đủ mực khô dày đáng hài_lòng mực khô dày thơm tuyệt_vời tặng quà hải_sản thơm thơm_phức
dễ dàng làm sạch bảo quản giày đa năng phù hợp nhiều hoạt động,Positive,dễ_dàng làm sạch bảo_quản giày đa_năng phù_hợp nhiều hoạt_động
giấy kém chất lượng thô ráp vào màu đen,Negative,giấy kém chất_lượng thô_ráp vào màu đen
áo đúng hàng đặt,Negative,áo đúng hàng đặt
sản phẩm tốtgiao hàng chóng đóng gói cẩn thận rất đáng giới thiệu,Positive,sản_phẩm tốtgiao hàng chóng đóng_gói cẩn_thận đáng giới_thiệu
công thức dưỡng ẩm làn da mềm mịn tạo hiệu ứng tự nhiên rạng rỡ lý tưởng việc sử dụng hàng ngày dịp đặc biệt,Normal,công_thức dưỡng ẩm làn da mềm mịn tạo hiệu_ứng tự_nhiên rạng_rỡ lý_tưởng việc sử_dụng hàng ngày dịp đặc_biệt
hãng lớn làm ăn tệ quá đặt thời lâu mới nhận tự vận chuyển khách hàng nắm thông hàng nhắn hỏi nhận phản hồi,Negative,hãng lớn làm_ăn tệ quá đặt thời lâu nhận tự vận_chuyển khách_hàng nắm thông hàng nhắn hỏi nhận phản_hồi
đóng gói cẩn thận đáng tiền,Normal,đóng_gói cẩn_thận đáng tiền
hàng khá đóng gói toàn sản phẩm đẹp chất lượng,Positive,hàng khá đóng_gói toàn sản_phẩm đẹp chất_lượng
sản phẩm đóng gói kỷ bọc bằng bọc chốg sóc nhận bị mốp méo phải khác,Negative,sản_phẩm đóng_gói kỷ bọc bằng bọc chốg sóc nhận bị mốp méo phải khác
hàng hơi lâuthích hợp người ăn ít đường lựa chọn lành mạnh bữa ăn nhẹ,Negative,hàng hơi lâuthích hợp người ăn ít đường lựa_chọn lành_mạnh bữa ăn nhẹ
phải đổi màu gọi tạm gọi kính dâm,Negative,phải đổi màu gọi tạm gọi kính dâm
nhận hàng đúng mô tả hàng đóng gói tốt hình thức đồng ý hành khô bị dập đúng hành tím ấn độ đích thực hành ấn loại nhỏ củ vẩn to hành tím việtchất lượng hương vị khá ổn giá hợp lý,Positive,nhận hàng đúng mô_tả hàng đóng_gói tốt hình_thức đồng_ý hành khô bị dập đúng hành tím ấn_độ đích_thực hành ấn loại nhỏ củ vẩn to hành tím việtchất lượng hương_vị khá ổn giá hợp_lý
hủ tính tiền hủ hủ nhờ nhận hàng giùm rất buồn làm ăn,Negative,hủ tính tiền hủ hủ nhờ nhận hàng giùm buồn làm_ăn
đa nhân đươc re đê rôi đanh chât lương hy phâm tôt nhân viên thiên,Positive,đa nhân đươc re đê rôi đanh chât lương hy phâm tôt nhân_viên thiên
sử dụng biết chất lượng bì tiện lợi nhân viên hàng tận tình,Normal,sử_dụng biết chất_lượng bì tiện_lợi nhân_viên hàng tận_tình
đen xì,Negative,đen xì
hành ấn độ chính gốc hành khô lớn tròn chứa tự nhiên lý tưởng nêm nếm món ăn khác,Positive,hành ấn_độ chính gốc hành khô lớn tròn chứa tự_nhiên lý_tưởng nêm nếm món ăn khác
hàng lấy đúng zs vải rác rưởi rất tệ uy tín mọi người đừng,Negative,hàng lấy đúng zs vải rác_rưởi tệ uy_tín mọi người đừng
hàng quá mỏng giống mô tả lên,Negative,hàng quá mỏng giống mô_tả lên
nhận hàng thử rồikhô đợt hơi ngọt mềm đợt trước chất lượng tốtngon chấm,Normal,nhận hàng thử rồikhô đợt hơi ngọt mềm đợt trước chất_lượng tốtngon chấm
hàng gói cẩn thận chọn loại nhỏ hành to lắm ưuis vị ạ nói dùng thử tn,Positive,hàng gói cẩn_thận chọn loại nhỏ hành to lắm ưuis vị ạ nói dùng thử tn
dùng tạm ổn,Negative,dùng tạm ổn
mình thấy loại mật khủng khiếp do mình rẻ thấy mọi người đánh giá đồng ý mình nói mình bỏ lít bài học sự rẻ,Negative,thấy loại mật khủng_khiếp do rẻ thấy mọi người đánh_giá đồng_ý nói bỏ lít bài_học sự rẻ
of i is so to be,Negative,of i is so to be
giày đẹp êm rẻ quá đồng ý mọi người ơi oo,Positive,giày đẹp êm rẻ quá đồng_ý mọi người ơi oo
đáng tiềnok mùi vịthơm giòn hài lòng,Positive,đáng tiềnok mùi vịthơm giòn hài_lòng
rất đẹp nhỏ nhắn cây gài hàn cố định rõ mục đích,Normal,đẹp nhỏ_nhắn cây gài hàn cố_định rõ mục_đích
đặt trắng đen bịch đen rất ghét,Negative,đặt trắng_đen bịch đen ghét
chiên lên mùi khaikhó chịuko thơm loại khác,Positive,chiên lên mùi khaikhó chịuko thơm loại khác
măng vàng cân thử biết đủ cân,Positive,măng vàng cân thử biết đủ cân
giấy vàng chất lượng xấumang hàng đến thấy thùng hàng nhận rôi do đúng thể tíchsau tôi nghĩ xa lấy dùmko ngờ hàng cực xấu giấy vàng đen mọi ngươi,Negative,giấy vàng chất_lượng xấumang hàng đến thấy thùng hàng nhận rôi do đúng thể tíchsau tôi nghĩ xa lấy dùmko ngờ hàng cực xấu giấy vàng_đen mọi ngươi
đặt thùng nguyên thùng bỏ bi hj đến nỗi lấy khẩu rơi rụng tùm khẩu vải mỏng hôi xù lông tệ,Negative,đặt thùng nguyên thùng bỏ bi hj đến_nỗi lấy khẩu rơi_rụng tùm khẩu vải mỏng hôi xù lông tệ
bông tẩy chất vải sử dụng ổn sản phẩm đựng bì chất lượng,Normal,bông tẩy chất vải sử_dụng ổn sản_phẩm đựng bì chất_lượng
chất lượng biết kết cấu hc hiệu quả xài mùi thơm chất lỏng sữa tắm,Normal,chất_lượng biết kết_cấu hc hiệu_quả xài mùi thơm chất_lỏng sữa tắm
đặt tuần mới đặt cách tuần cuối cùng đùng cùng lúc loạt chật tủ,Normal,đặt tuần đặt cách tuần cuối_cùng đùng cùng lúc loạt chật tủ
trời oi khô gà mặn kg khô nũa thất vọng,Negative,trời oi khô gà mặn kg khô nũa thất_vọng
độ lưu hương rất đẹp đáng tiền lưu hương lâunhưng hàng hơi lâu,Negative,độ lưu hương đẹp đáng tiền lưu hương lâunhưng hàng hơi lâu
cổ áo mũ tăng cường bảo vệ làm chất liệu chất lượng cổ áo mũ tăng cường bảo vệ dễ dàng làm sạch bảo trì làm chất liệu chất lượng dễ dàng làm sạch bảo trì,Negative,cổ áo mũ tăng_cường bảo_vệ làm chất_liệu chất_lượng cổ áo mũ tăng_cường bảo_vệ dễ_dàng làm sạch bảo_trì làm chất_liệu chất_lượng dễ_dàng làm sạch bảo_trì
rộng quánhìn đẹp,Negative,rộng quánhìn đẹp
sử dụng bình thường bền konhưng đúng mẫu đẹp,Positive,sử_dụng bình_thường bền konhưng đúng mẫu đẹp
mật nguyên chất cà phê hương vị tuyệt vời rất khuyến khích chất lượng hương vị nó hàng đóng gói cẩn thận rất khuyến khích,Positive,mật nguyên_chất cà_phê hương_vị tuyệt_vời khuyến_khích chất_lượng hương_vị nó hàng đóng_gói cẩn_thận khuyến_khích
trắng máy,Normal,trắng máy
đáng tiền hàng khá lâu phải giục mãi gần tháng mới hàng,Negative,đáng tiền hàng khá lâu phải giục mãi gần tháng hàng
khô lắm mình mấy lần rùi an rất,Positive,khô lắm mấy lần rùi an
vải mỏng sài tạm chứ phí tiền,Positive,vải mỏng sài tạm chứ phí tiền
măng mùi vịthơm,Positive,măng mùi vịthơm
tạm hàng chậm nhân viên ứng xử tốt,Negative,tạm hàng chậm nhân_viên ứng_xử tốt
khóa đẹp,Negative,khoá đẹp
